report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,year,month,month_name,day,day_of_week,occurrence_hour,time_period,reporting_delay_days,age_group,case_resolution_days
10013,2021-02-23 02:00:00,2021-02-21 04:00:00,21-02-2021 07:40,Mumbai,118,COUNTERFEITING,12,F,Firearm,Other Crime,11,Yes,2021-04-20 02:00:00,2021,2,February,21,Sunday,7,Morning,1.9166666666666667,Minor,57.916666666666664
10014,2021-02-24 02:00:00,2021-02-21 05:00:00,21-02-2021 16:04,Indore,402,HOMICIDE,17,F,Unknown,Other Crime,11,Yes,2022-02-02 02:00:00,2021,2,February,21,Sunday,16,Afternoon,2.875,Minor,345.875
10015,2021-02-21 07:00:00,2021-02-21 06:00:00,21-02-2021 18:45,Delhi,293,EXTORTION,27,M,Poison,Other Crime,18,Yes,2021-04-05 07:00:00,2021,2,February,21,Sunday,18,Evening,0.041666666666666664,Young Adult,43.041666666666664
10016,2021-02-21 16:00:00,2021-02-21 07:00:00,21-02-2021 08:34,Delhi,489,DOMESTIC VIOLENCE,20,M,Knife,Violent Crime,17,No,,2021,2,February,21,Sunday,8,Morning,0.375,Young Adult,
10017,2021-02-23 06:00:00,2021-02-21 08:00:00,21-02-2021 08:50,Nagpur,528,DRUG OFFENSE,24,M,Explosives,Other Crime,4,No,,2021,2,February,21,Sunday,8,Morning,1.9166666666666667,Young Adult,
10018,2021-02-21 18:00:00,2021-02-21 09:00:00,21-02-2021 20:37,Bangalore,160,TRAFFIC VIOLATION,66,F,Other,Traffic Fatality,15,Yes,2021-03-07 18:00:00,2021,2,February,21,Sunday,20,Evening,0.375,Senior,14.375
10019,2021-02-24 08:00:00,2021-02-21 10:00:00,21-02-2021 20:11,Kalyan,569,VANDALISM,79,M,Unknown,Other Crime,1,No,,2021,2,February,21,Sunday,20,Evening,2.9166666666666665,Senior,
10020,2021-02-23 23:00:00,2021-02-21 11:00:00,21-02-2021 19:43,Chennai,550,FRAUD,53,F,Poison,Other Crime,4,Yes,2021-04-02 23:00:00,2021,2,February,21,Sunday,19,Evening,2.5,Senior,40.5
10021,2021-02-22 21:00:00,2021-02-21 12:00:00,22-02-2021 02:06,Delhi,422,FRAUD,62,F,Unknown,Other Crime,12,Yes,2021-04-06 21:00:00,2021,2,February,21,Sunday,2,Night,1.375,Senior,44.375
10022,2021-02-22 10:00:00,2021-02-21 13:00:00,22-02-2021 02:15,Kolkata,541,TRAFFIC VIOLATION,54,F,Blunt Object,Traffic Fatality,18,Yes,2021-03-03 10:00:00,2021,2,February,21,Sunday,2,Night,0.875,Senior,9.875
10023,2021-02-24 13:00:00,2021-02-21 14:00:00,21-02-2021 19:03,Bangalore,148,FRAUD,42,F,Blunt Object,Other Crime,1,No,,2021,2,February,21,Sunday,19,Evening,2.9583333333333335,Adult,
10024,2021-02-22 01:00:00,2021-02-21 15:00:00,22-02-2021 14:35,Mumbai,368,ROBBERY,44,F,Other,Violent Crime,5,No,,2021,2,February,21,Sunday,14,Afternoon,0.4166666666666667,Adult,
10025,2021-02-24 02:00:00,2021-02-21 16:00:00,21-02-2021 20:33,Pune,451,VEHICLE - STOLEN,72,M,Poison,Violent Crime,6,Yes,2021-05-11 02:00:00,2021,2,February,21,Sunday,20,Evening,2.4166666666666665,Senior,78.41666666666667
10026,2021-02-23 06:00:00,2021-02-21 17:00:00,22-02-2021 10:36,Mumbai,505,SHOPLIFTING,36,M,Knife,Other Crime,4,Yes,2021-05-20 06:00:00,2021,2,February,21,Sunday,10,Morning,1.5416666666666667,Adult,87.54166666666667
10027,2021-02-24 06:00:00,2021-02-21 18:00:00,22-02-2021 16:38,Delhi,557,ILLEGAL POSSESSION,40,F,Explosives,Other Crime,7,Yes,2021-05-12 06:00:00,2021,2,February,21,Sunday,16,Afternoon,2.5,Adult,79.5
10028,2021-02-24 13:00:00,2021-02-21 19:00:00,22-02-2021 02:00,Patna,155,ARSON,47,F,Explosives,Fire Accident,14,Yes,2021-04-17 13:00:00,2021,2,February,21,Sunday,2,Night,2.75,Adult,54.75
10029,2021-02-24 12:00:00,2021-02-21 20:00:00,22-02-2021 00:36,Bangalore,180,DOMESTIC VIOLENCE,68,F,Firearm,Violent Crime,11,No,,2021,2,February,21,Sunday,0,Night,2.6666666666666665,Senior,
10030,2021-02-24 01:00:00,2021-02-21 21:00:00,22-02-2021 12:45,Kolkata,236,IDENTITY THEFT,39,F,Firearm,Violent Crime,4,Yes,2021-03-19 01:00:00,2021,2,February,21,Sunday,12,Afternoon,2.1666666666666665,Adult,25.166666666666668
10031,2021-02-23 07:00:00,2021-02-21 22:00:00,22-02-2021 10:27,Varanasi,344,EXTORTION,45,F,Blunt Object,Other Crime,3,Yes,2021-04-26 07:00:00,2021,2,February,21,Sunday,10,Morning,1.375,Adult,63.375
10032,2021-02-23 06:00:00,2021-02-21 23:00:00,22-02-2021 04:58,Delhi,169,COUNTERFEITING,71,M,Firearm,Other Crime,5,No,,2021,2,February,21,Sunday,4,Night,1.2916666666666667,Senior,
10033,2021-02-24 20:00:00,2021-02-22 00:00:00,22-02-2021 23:10,Mumbai,155,ILLEGAL POSSESSION,26,M,Firearm,Other Crime,10,Yes,2021-03-18 20:00:00,2021,2,February,22,Monday,23,Night,2.8333333333333335,Young Adult,24.833333333333332
10034,2021-02-23 07:00:00,2021-02-22 01:00:00,22-02-2021 07:39,Mumbai,557,SHOPLIFTING,37,F,Poison,Other Crime,14,Yes,2021-03-14 07:00:00,2021,2,February,22,Monday,7,Morning,1.25,Adult,20.25
10035,2021-02-23 20:00:00,2021-02-22 02:00:00,22-02-2021 16:34,Hyderabad,472,EXTORTION,15,F,Unknown,Other Crime,9,Yes,2021-04-27 20:00:00,2021,2,February,22,Monday,16,Afternoon,1.75,Minor,64.75
10036,2021-02-22 21:00:00,2021-02-22 03:00:00,23-02-2021 02:09,Hyderabad,291,BURGLARY,17,F,Explosives,Other Crime,12,Yes,2021-05-13 21:00:00,2021,2,February,22,Monday,2,Night,0.75,Minor,80.75
10037,2021-02-22 06:00:00,2021-02-22 04:00:00,23-02-2021 00:05,Mumbai,116,COUNTERFEITING,21,M,Explosives,Other Crime,17,Yes,2021-04-10 06:00:00,2021,2,February,22,Monday,0,Night,0.08333333333333333,Young Adult,47.083333333333336
10038,2021-02-25 03:00:00,2021-02-22 05:00:00,22-02-2021 06:32,Pune,393,VEHICLE - STOLEN,74,F,Unknown,Violent Crime,18,Yes,2021-05-14 03:00:00,2021,2,February,22,Monday,6,Morning,2.9166666666666665,Senior,80.91666666666667
10039,2021-02-24 04:00:00,2021-02-22 06:00:00,22-02-2021 19:20,Chennai,456,VEHICLE - STOLEN,25,M,Poison,Violent Crime,10,No,,2021,2,February,22,Monday,19,Evening,1.9166666666666667,Young Adult,
10040,2021-02-23 11:00:00,2021-02-22 07:00:00,22-02-2021 12:24,Ludhiana,372,VANDALISM,50,F,Unknown,Other Crime,2,Yes,2021-04-20 11:00:00,2021,2,February,22,Monday,12,Afternoon,1.1666666666666667,Adult,57.166666666666664
10041,2021-02-23 09:00:00,2021-02-22 08:00:00,23-02-2021 05:39,Ahmedabad,253,ILLEGAL POSSESSION,16,F,Knife,Other Crime,15,Yes,2021-03-13 09:00:00,2021,2,February,22,Monday,5,Night,1.0416666666666667,Minor,19.041666666666668
10042,2021-02-23 10:00:00,2021-02-22 09:00:00,23-02-2021 04:11,Kolkata,561,VANDALISM,10,F,Firearm,Other Crime,6,Yes,2021-04-26 10:00:00,2021,2,February,22,Monday,4,Night,1.0416666666666667,Minor,63.041666666666664
10043,2021-02-22 22:00:00,2021-02-22 10:00:00,22-02-2021 10:23,Visakhapatnam,345,CYBERCRIME,16,F,Unknown,Other Crime,12,Yes,2021-05-20 22:00:00,2021,2,February,22,Monday,10,Morning,0.5,Minor,87.5
10044,2021-02-23 04:00:00,2021-02-22 11:00:00,22-02-2021 22:36,Mumbai,501,PUBLIC INTOXICATION,12,F,Blunt Object,Other Crime,18,No,,2021,2,February,22,Monday,22,Night,0.7083333333333334,Minor,
10045,2021-02-25 07:00:00,2021-02-22 12:00:00,22-02-2021 12:46,Bangalore,367,KIDNAPPING,45,F,Unknown,Other Crime,7,Yes,2021-05-25 07:00:00,2021,2,February,22,Monday,12,Afternoon,2.7916666666666665,Adult,91.79166666666667
10046,2021-02-24 05:00:00,2021-02-22 13:00:00,23-02-2021 03:18,Indore,434,DRUG OFFENSE,49,F,Blunt Object,Other Crime,13,No,,2021,2,February,22,Monday,3,Night,1.6666666666666667,Adult,
10047,2021-02-24 10:00:00,2021-02-22 14:00:00,22-02-2021 14:21,Kanpur,459,HOMICIDE,65,F,Poison,Other Crime,7,No,,2021,2,February,22,Monday,14,Afternoon,1.8333333333333333,Senior,
10048,2021-02-23 10:00:00,2021-02-22 15:00:00,22-02-2021 20:43,Ludhiana,461,TRAFFIC VIOLATION,75,F,Blunt Object,Traffic Fatality,1,Yes,2021-03-11 10:00:00,2021,2,February,22,Monday,20,Evening,0.7916666666666666,Senior,16.791666666666668
10049,2021-02-24 02:00:00,2021-02-22 16:00:00,23-02-2021 15:04,Mumbai,247,IDENTITY THEFT,64,F,Other,Violent Crime,19,Yes,2021-05-04 02:00:00,2021,2,February,22,Monday,15,Afternoon,1.4166666666666667,Senior,70.41666666666667
10050,2021-02-24 23:00:00,2021-02-22 17:00:00,23-02-2021 10:24,Kolkata,343,VANDALISM,78,F,Explosives,Other Crime,7,No,,2021,2,February,22,Monday,10,Morning,2.25,Senior,
10051,2021-02-25 10:00:00,2021-02-22 18:00:00,23-02-2021 01:37,Delhi,208,KIDNAPPING,38,F,Other,Other Crime,10,Yes,2021-03-24 10:00:00,2021,2,February,22,Monday,1,Night,2.6666666666666665,Adult,29.666666666666668
10052,2021-02-24 08:00:00,2021-02-22 19:00:00,23-02-2021 06:37,Agra,253,VANDALISM,11,M,Firearm,Other Crime,11,No,,2021,2,February,22,Monday,6,Morning,1.5416666666666667,Minor,
10053,2021-02-25 13:00:00,2021-02-22 20:00:00,22-02-2021 23:54,Ahmedabad,544,DRUG OFFENSE,55,F,Other,Other Crime,8,Yes,2021-05-02 13:00:00,2021,2,February,22,Monday,23,Night,2.7083333333333335,Senior,68.70833333333333
10054,2021-02-25 20:00:00,2021-02-22 21:00:00,23-02-2021 05:57,Indore,150,FIREARM OFFENSE,58,M,Firearm,Fire Accident,2,No,,2021,2,February,22,Monday,5,Night,2.9583333333333335,Senior,
10055,2021-02-24 13:00:00,2021-02-22 22:00:00,23-02-2021 11:22,Delhi,328,ASSAULT,10,F,Unknown,Violent Crime,13,No,,2021,2,February,22,Monday,11,Morning,1.625,Minor,
10056,2021-02-23 17:00:00,2021-02-22 23:00:00,22-02-2021 23:31,Nagpur,307,ASSAULT,58,M,Firearm,Violent Crime,4,Yes,2021-04-03 17:00:00,2021,2,February,22,Monday,23,Night,0.75,Senior,39.75
10057,2021-02-23 14:00:00,2021-02-23 00:00:00,23-02-2021 00:19,Ahmedabad,121,HOMICIDE,30,F,Firearm,Other Crime,6,No,,2021,2,February,23,Tuesday,0,Night,0.5833333333333334,Young Adult,
10058,2021-02-25 19:00:00,2021-02-23 01:00:00,23-02-2021 18:08,Surat,298,DRUG OFFENSE,65,F,Other,Other Crime,19,Yes,2021-05-06 19:00:00,2021,2,February,23,Tuesday,18,Evening,2.75,Senior,72.75
10059,2021-02-25 10:00:00,2021-02-23 02:00:00,23-02-2021 11:38,Vasai,524,COUNTERFEITING,39,F,Firearm,Other Crime,10,No,,2021,2,February,23,Tuesday,11,Morning,2.3333333333333335,Adult,
10060,2021-02-25 12:00:00,2021-02-23 03:00:00,23-02-2021 16:30,Mumbai,576,CYBERCRIME,68,M,Other,Other Crime,10,Yes,2021-05-12 12:00:00,2021,2,February,23,Tuesday,16,Afternoon,2.375,Senior,78.375
10061,2021-02-23 10:00:00,2021-02-23 04:00:00,23-02-2021 10:19,Jaipur,485,TRAFFIC VIOLATION,59,M,Unknown,Traffic Fatality,16,Yes,2021-03-16 10:00:00,2021,2,February,23,Tuesday,10,Morning,0.25,Senior,21.25
10062,2021-02-23 23:00:00,2021-02-23 05:00:00,24-02-2021 01:29,Nashik,157,ASSAULT,22,F,Blunt Object,Violent Crime,12,Yes,2021-04-02 23:00:00,2021,2,February,23,Tuesday,1,Night,0.75,Young Adult,38.75
10063,2021-02-26 03:00:00,2021-02-23 06:00:00,23-02-2021 20:54,Mumbai,344,SEXUAL ASSAULT,11,M,Other,Violent Crime,3,Yes,2022-03-14 03:00:00,2021,2,February,23,Tuesday,20,Evening,2.875,Minor,383.875
10064,2021-02-25 12:00:00,2021-02-23 07:00:00,23-02-2021 22:49,Mumbai,493,DRUG OFFENSE,40,M,Explosives,Other Crime,14,Yes,2021-04-20 12:00:00,2021,2,February,23,Tuesday,22,Night,2.2083333333333335,Adult,56.208333333333336
10065,2021-02-24 13:00:00,2021-02-23 08:00:00,23-02-2021 11:22,Ahmedabad,391,VANDALISM,56,M,Blunt Object,Other Crime,15,No,,2021,2,February,23,Tuesday,11,Morning,1.2083333333333333,Senior,
10066,2021-02-24 06:00:00,2021-02-23 09:00:00,23-02-2021 16:21,Ahmedabad,313,ARSON,28,M,Explosives,Fire Accident,13,No,,2021,2,February,23,Tuesday,16,Afternoon,0.875,Young Adult,
10067,2021-02-26 00:00:00,2021-02-23 10:00:00,23-02-2021 20:27,Surat,252,HOMICIDE,24,F,Blunt Object,Other Crime,11,Yes,2022-02-16 00:00:00,2021,2,February,23,Tuesday,20,Evening,2.5833333333333335,Young Adult,357.5833333333333
10068,2021-02-25 15:00:00,2021-02-23 11:00:00,24-02-2021 01:58,Bangalore,154,PUBLIC INTOXICATION,39,F,Knife,Other Crime,10,No,,2021,2,February,23,Tuesday,1,Night,2.1666666666666665,Adult,
10069,2021-02-24 14:00:00,2021-02-23 12:00:00,23-02-2021 20:54,Nagpur,488,DOMESTIC VIOLENCE,30,F,Firearm,Violent Crime,13,Yes,2021-03-23 14:00:00,2021,2,February,23,Tuesday,20,Evening,1.0833333333333333,Young Adult,28.083333333333332
10070,2021-02-26 10:00:00,2021-02-23 13:00:00,23-02-2021 13:40,Bangalore,205,FRAUD,37,F,Unknown,Other Crime,19,Yes,2021-04-10 10:00:00,2021,2,February,23,Tuesday,13,Afternoon,2.875,Adult,45.875
10071,2021-02-24 17:00:00,2021-02-23 14:00:00,23-02-2021 22:28,Hyderabad,171,ARSON,78,F,Knife,Fire Accident,11,No,,2021,2,February,23,Tuesday,22,Night,1.125,Senior,
10072,2021-02-26 12:00:00,2021-02-23 15:00:00,24-02-2021 02:57,Delhi,585,BURGLARY,65,M,Knife,Other Crime,12,Yes,2021-07-19 12:00:00,2021,2,February,23,Tuesday,2,Night,2.875,Senior,145.875
10073,2021-02-24 23:00:00,2021-02-23 16:00:00,24-02-2021 09:27,Mumbai,551,DRUG OFFENSE,56,F,Knife,Other Crime,7,No,,2021,2,February,23,Tuesday,9,Morning,1.2916666666666667,Senior,
10074,2021-02-25 15:00:00,2021-02-23 17:00:00,24-02-2021 15:54,Kolkata,508,ROBBERY,40,F,Explosives,Violent Crime,12,Yes,2021-06-29 15:00:00,2021,2,February,23,Tuesday,15,Afternoon,1.9166666666666667,Adult,125.91666666666667
10075,2021-02-25 01:00:00,2021-02-23 18:00:00,24-02-2021 05:06,Chennai,198,PUBLIC INTOXICATION,22,M,Firearm,Other Crime,5,No,,2021,2,February,23,Tuesday,5,Night,1.2916666666666667,Young Adult,
10076,2021-02-25 11:00:00,2021-02-23 19:00:00,24-02-2021 06:48,Patna,585,PUBLIC INTOXICATION,78,F,Blunt Object,Other Crime,17,Yes,2021-02-26 11:00:00,2021,2,February,23,Tuesday,6,Morning,1.6666666666666667,Senior,2.6666666666666665
10077,2021-02-24 05:00:00,2021-02-23 20:00:00,24-02-2021 14:07,Kolkata,586,FIREARM OFFENSE,15,F,Unknown,Fire Accident,17,No,,2021,2,February,23,Tuesday,14,Afternoon,0.375,Minor,
10078,2021-02-26 03:00:00,2021-02-23 21:00:00,24-02-2021 11:06,Bangalore,326,ROBBERY,43,F,Other,Violent Crime,13,Yes,2021-06-25 03:00:00,2021,2,February,23,Tuesday,11,Morning,2.25,Adult,121.25
10079,2021-02-26 04:00:00,2021-02-23 22:00:00,24-02-2021 00:44,Ludhiana,136,VANDALISM,55,F,Explosives,Other Crime,11,Yes,2021-04-13 04:00:00,2021,2,February,23,Tuesday,0,Night,2.25,Senior,48.25
10080,2021-02-24 18:00:00,2021-02-23 23:00:00,24-02-2021 20:48,Nagpur,272,DOMESTIC VIOLENCE,79,M,Unknown,Violent Crime,19,Yes,2021-03-16 18:00:00,2021,2,February,23,Tuesday,20,Evening,0.7916666666666666,Senior,20.791666666666668
10081,2021-02-25 08:00:00,2021-02-24 00:00:00,24-02-2021 05:23,Delhi,475,KIDNAPPING,60,M,Firearm,Other Crime,13,Yes,2021-05-03 08:00:00,2021,2,February,24,Wednesday,5,Night,1.3333333333333333,Senior,68.33333333333333
10082,2021-02-25 21:00:00,2021-02-24 01:00:00,24-02-2021 14:04,Bangalore,274,DOMESTIC VIOLENCE,63,M,Poison,Violent Crime,14,Yes,2021-04-27 21:00:00,2021,2,February,24,Wednesday,14,Afternoon,1.8333333333333333,Senior,62.833333333333336
10083,2021-02-24 20:00:00,2021-02-24 02:00:00,24-02-2021 02:02,Mumbai,452,ILLEGAL POSSESSION,22,F,Other,Other Crime,1,No,,2021,2,February,24,Wednesday,2,Night,0.75,Young Adult,
10084,2021-02-25 21:00:00,2021-02-24 03:00:00,24-02-2021 19:05,Mumbai,470,SEXUAL ASSAULT,55,F,Unknown,Violent Crime,1,No,,2021,2,February,24,Wednesday,19,Evening,1.75,Senior,
10085,2021-02-26 02:00:00,2021-02-24 04:00:00,24-02-2021 22:11,Chennai,539,ARSON,58,M,Unknown,Fire Accident,12,Yes,2021-05-14 02:00:00,2021,2,February,24,Wednesday,22,Night,1.9166666666666667,Senior,78.91666666666667
10086,2021-02-25 05:00:00,2021-02-24 05:00:00,24-02-2021 07:58,Bhopal,362,VANDALISM,14,F,Blunt Object,Other Crime,11,Yes,2021-03-14 05:00:00,2021,2,February,24,Wednesday,7,Morning,1.0,Minor,18.0
10087,2021-02-24 15:00:00,2021-02-24 06:00:00,24-02-2021 06:20,Bhopal,212,DOMESTIC VIOLENCE,36,F,Explosives,Violent Crime,3,Yes,2021-03-10 15:00:00,2021,2,February,24,Wednesday,6,Morning,0.375,Adult,14.375
10088,2021-02-25 13:00:00,2021-02-24 07:00:00,24-02-2021 12:01,Mumbai,343,ARSON,60,M,Knife,Fire Accident,14,No,,2021,2,February,24,Wednesday,12,Afternoon,1.25,Senior,
10089,2021-02-25 04:00:00,2021-02-24 08:00:00,25-02-2021 04:21,Mumbai,351,VANDALISM,53,F,Unknown,Other Crime,8,No,,2021,2,February,24,Wednesday,4,Night,0.8333333333333334,Senior,
10090,2021-02-26 13:00:00,2021-02-24 09:00:00,25-02-2021 00:29,Chennai,154,SEXUAL ASSAULT,38,F,Blunt Object,Violent Crime,15,Yes,2021-09-16 13:00:00,2021,2,February,24,Wednesday,0,Night,2.1666666666666665,Adult,204.16666666666666
10091,2021-02-25 13:00:00,2021-02-24 10:00:00,24-02-2021 20:29,Lucknow,314,ARSON,20,M,Poison,Fire Accident,9,No,,2021,2,February,24,Wednesday,20,Evening,1.125,Young Adult,
10092,2021-02-25 19:00:00,2021-02-24 11:00:00,24-02-2021 16:09,Indore,217,DRUG OFFENSE,23,F,Unknown,Other Crime,7,Yes,2021-03-10 19:00:00,2021,2,February,24,Wednesday,16,Afternoon,1.3333333333333333,Young Adult,14.333333333333334
10093,2021-02-25 10:00:00,2021-02-24 12:00:00,25-02-2021 09:46,Delhi,486,IDENTITY THEFT,65,M,Unknown,Violent Crime,5,No,,2021,2,February,24,Wednesday,9,Morning,0.9166666666666666,Senior,
10094,2021-02-27 05:00:00,2021-02-24 13:00:00,24-02-2021 14:41,Ahmedabad,490,KIDNAPPING,72,M,Firearm,Other Crime,3,Yes,2021-04-29 05:00:00,2021,2,February,24,Wednesday,14,Afternoon,2.6666666666666665,Senior,63.666666666666664
10095,2021-02-26 07:00:00,2021-02-24 14:00:00,24-02-2021 20:50,Ludhiana,445,FIREARM OFFENSE,17,F,Knife,Fire Accident,18,Yes,2021-03-10 07:00:00,2021,2,February,24,Wednesday,20,Evening,1.7083333333333333,Minor,13.708333333333334
10096,2021-02-27 05:00:00,2021-02-24 15:00:00,24-02-2021 22:07,Bangalore,188,EXTORTION,46,F,Poison,Other Crime,19,No,,2021,2,February,24,Wednesday,22,Night,2.5833333333333335,Adult,
10097,2021-02-27 04:00:00,2021-02-24 16:00:00,24-02-2021 16:35,Mumbai,405,VANDALISM,62,F,Unknown,Other Crime,14,No,,2021,2,February,24,Wednesday,16,Afternoon,2.5,Senior,
10098,2021-02-25 23:00:00,2021-02-24 17:00:00,25-02-2021 05:18,Hyderabad,118,PUBLIC INTOXICATION,38,F,Other,Other Crime,4,No,,2021,2,February,24,Wednesday,5,Night,1.25,Adult,
10099,2021-02-26 07:00:00,2021-02-24 18:00:00,24-02-2021 19:55,Kolkata,239,VANDALISM,17,F,Knife,Other Crime,14,No,,2021,2,February,24,Wednesday,19,Evening,1.5416666666666667,Minor,
10100,2021-02-26 06:00:00,2021-02-24 19:00:00,24-02-2021 22:54,Delhi,111,HOMICIDE,50,M,Knife,Other Crime,15,No,,2021,2,February,24,Wednesday,22,Night,1.4583333333333333,Adult,
10101,2021-02-25 05:00:00,2021-02-24 20:00:00,25-02-2021 02:26,Ahmedabad,453,VEHICLE - STOLEN,22,F,Knife,Violent Crime,4,Yes,2021-03-31 05:00:00,2021,2,February,24,Wednesday,2,Night,0.375,Young Adult,34.375
10102,2021-02-26 03:00:00,2021-02-24 21:00:00,25-02-2021 03:39,Hyderabad,417,KIDNAPPING,29,F,Unknown,Other Crime,6,Yes,2021-04-19 03:00:00,2021,2,February,24,Wednesday,3,Night,1.25,Young Adult,53.25
10103,2021-02-25 17:00:00,2021-02-24 22:00:00,25-02-2021 13:40,Mumbai,106,IDENTITY THEFT,16,F,Explosives,Violent Crime,17,Yes,2021-03-20 17:00:00,2021,2,February,24,Wednesday,13,Afternoon,0.7916666666666666,Minor,23.791666666666668
10104,2021-02-27 11:00:00,2021-02-24 23:00:00,25-02-2021 00:20,Ahmedabad,153,KIDNAPPING,29,M,Explosives,Other Crime,10,Yes,2021-05-04 11:00:00,2021,2,February,24,Wednesday,0,Night,2.5,Young Adult,68.5
10105,2021-02-26 15:00:00,2021-02-25 00:00:00,25-02-2021 01:31,Jaipur,195,KIDNAPPING,23,M,Knife,Other Crime,10,No,,2021,2,February,25,Thursday,1,Night,1.625,Young Adult,
10106,2021-02-26 19:00:00,2021-02-25 01:00:00,25-02-2021 03:27,Hyderabad,382,VANDALISM,41,F,Other,Other Crime,2,Yes,2021-03-20 19:00:00,2021,2,February,25,Thursday,3,Night,1.75,Adult,23.75
10107,2021-02-27 23:00:00,2021-02-25 02:00:00,25-02-2021 04:19,Delhi,193,CYBERCRIME,79,F,Unknown,Other Crime,19,Yes,2021-05-24 23:00:00,2021,2,February,25,Thursday,4,Night,2.875,Senior,88.875
10108,2021-02-25 11:00:00,2021-02-25 03:00:00,25-02-2021 17:20,Delhi,273,ILLEGAL POSSESSION,67,F,Unknown,Other Crime,4,No,,2021,2,February,25,Thursday,17,Evening,0.3333333333333333,Senior,
10109,2021-02-27 00:00:00,2021-02-25 04:00:00,25-02-2021 17:18,Hyderabad,134,EXTORTION,66,F,Poison,Other Crime,8,Yes,2021-04-13 00:00:00,2021,2,February,25,Thursday,17,Evening,1.8333333333333333,Senior,46.833333333333336
10110,2021-02-25 16:00:00,2021-02-25 05:00:00,25-02-2021 21:42,Kolkata,564,KIDNAPPING,17,M,Poison,Other Crime,15,Yes,2021-04-16 16:00:00,2021,2,February,25,Thursday,21,Night,0.4583333333333333,Minor,50.458333333333336
10111,2021-02-27 08:00:00,2021-02-25 06:00:00,26-02-2021 05:45,Indore,481,FIREARM OFFENSE,15,M,Blunt Object,Fire Accident,11,No,,2021,2,February,25,Thursday,5,Night,2.0833333333333335,Minor,
10112,2021-02-27 05:00:00,2021-02-25 07:00:00,25-02-2021 20:04,Hyderabad,312,KIDNAPPING,10,F,Other,Other Crime,14,Yes,2021-03-19 05:00:00,2021,2,February,25,Thursday,20,Evening,1.9166666666666667,Minor,21.916666666666668
10113,2021-02-25 22:00:00,2021-02-25 08:00:00,26-02-2021 06:42,Mumbai,480,FIREARM OFFENSE,49,M,Firearm,Fire Accident,9,No,,2021,2,February,25,Thursday,6,Morning,0.5833333333333334,Adult,
10114,2021-02-26 01:00:00,2021-02-25 09:00:00,26-02-2021 05:26,Kolkata,161,PUBLIC INTOXICATION,63,M,Other,Other Crime,18,Yes,2021-03-01 01:00:00,2021,2,February,25,Thursday,5,Night,0.6666666666666666,Senior,3.6666666666666665
10115,2021-02-27 16:00:00,2021-02-25 10:00:00,25-02-2021 21:26,Ahmedabad,510,PUBLIC INTOXICATION,25,F,Poison,Other Crime,13,Yes,2021-03-23 16:00:00,2021,2,February,25,Thursday,21,Night,2.25,Young Adult,26.25
10116,2021-02-26 22:00:00,2021-02-25 11:00:00,26-02-2021 06:06,Hyderabad,395,VANDALISM,74,M,Knife,Other Crime,2,Yes,2021-04-22 22:00:00,2021,2,February,25,Thursday,6,Morning,1.4583333333333333,Senior,56.458333333333336
10117,2021-02-27 13:00:00,2021-02-25 12:00:00,26-02-2021 10:30,Pune,226,KIDNAPPING,26,F,Firearm,Other Crime,14,Yes,2021-03-19 13:00:00,2021,2,February,25,Thursday,10,Morning,2.0416666666666665,Young Adult,22.041666666666668
10118,2021-02-25 20:00:00,2021-02-25 13:00:00,26-02-2021 00:33,Pune,253,SEXUAL ASSAULT,45,F,Explosives,Violent Crime,8,Yes,2021-09-01 20:00:00,2021,2,February,25,Thursday,0,Night,0.2916666666666667,Adult,188.29166666666666
10119,2021-02-26 21:00:00,2021-02-25 14:00:00,26-02-2021 12:58,Visakhapatnam,367,TRAFFIC VIOLATION,49,M,Poison,Traffic Fatality,3,No,,2021,2,February,25,Thursday,12,Afternoon,1.2916666666666667,Adult,
10120,2021-02-26 19:00:00,2021-02-25 15:00:00,26-02-2021 08:34,Patna,598,HOMICIDE,19,F,Other,Other Crime,1,Yes,2021-11-14 19:00:00,2021,2,February,25,Thursday,8,Morning,1.1666666666666667,Young Adult,262.1666666666667
10121,2021-02-27 11:00:00,2021-02-25 16:00:00,25-02-2021 23:37,Jaipur,463,ARSON,60,F,Knife,Fire Accident,6,Yes,2021-04-15 11:00:00,2021,2,February,25,Thursday,23,Night,1.7916666666666667,Senior,48.791666666666664
10122,2021-02-26 09:00:00,2021-02-25 17:00:00,26-02-2021 06:56,Bangalore,581,FIREARM OFFENSE,74,F,Other,Fire Accident,2,No,,2021,2,February,25,Thursday,6,Morning,0.6666666666666666,Senior,
10123,2021-02-28 04:00:00,2021-02-25 18:00:00,26-02-2021 06:15,Agra,550,ILLEGAL POSSESSION,33,F,Poison,Other Crime,8,No,,2021,2,February,25,Thursday,6,Morning,2.4166666666666665,Adult,
10124,2021-02-27 13:00:00,2021-02-25 19:00:00,26-02-2021 00:37,Hyderabad,182,SHOPLIFTING,46,F,Poison,Other Crime,16,No,,2021,2,February,25,Thursday,0,Night,1.75,Adult,
